the_geom,the_geom_webmercator,objectid,dc_key,location_block,point_x,point_y,lat,lng
0101000020E6100000B39C009A33C652C038B3651258024440,0101000020110F00009A554527D1E35FC19AC4CFF27E925241,24412682,202515001499.0,4500 BLOCK CASTOR AV,-75.09689951,40.01831274,40.01831274,-75.09689951
,,24257615,202539001476.0,3900 BLOCK NICE ST,,,,
0101000020E610000063D34A2190CB52C0B439CE6DC2FD4340,0101000020110F00005966F887ECEC5FC1C8E932BE698D5241,24534698,202522003571.0,1700 BLOCK N NEWKIRK ST,-75.180672,39.982496,39.982496,-75.180672
0101000020E610000066D8CD3105CB52C07D59B99B50034440,0101000020110F00009932038900EC5FC14E98F79592935241,24257747,202539000282.0,5100 BLOCK PULASKI AV,-75.17219205,40.02589747,40.02589747,-75.17219205
0101000020E6100000983EE89790BD52C02C5B140B360B4440,0101000020110F0000BA1D948825D55FC1B74ED194559C5241,24534540,202508001224.0,4300 BLOCK BYBERRY RD,-74.96195028,40.08758677,40.08758677,-74.96195028
0101000020E61000002EDB35BE02CC52C01005129877F54340,0101000020110F000046E37836AFED5FC1BC34E4E839845241,24258106,202501000538.0,2200 BLOCK OREGON AV,-75.18766742,39.91771222,39.91771222,-75.18766742
0101000020E61000007A93B62362CB52C0D8799FD341044440,0101000020110F000019885C699EEC5FC15B4FEA229E945241,24258673,202514000666.0,100 BLOCK W CHELTEN AV,-75.17786496,40.03325887,40.03325887,-75.17786496
0101000020E610000000A96EAA05CA52C0FF62111E48FE4340,0101000020110F0000E1B96B7E4EEA5FC16FF275EDFD8D5241,24412356,202522000532.0,2200 BLOCK N BROAD ST,-75.15659581,39.98657585,39.98657585,-75.15659581
0101000020E61000001852B08CAEC952C03398128B10054440,0101000020110F0000244EAA84BAE95FC127BF1D7183955241,24257792,202535001668.0,5600 BLOCK OGONTZ AV,-75.15127866,40.03956736,40.03956736,-75.15127866
0101000020E6100000E71536A0F1CE52C0567FA56F29FB4340,0101000020110F00003F9CADA9AAF25FC17B9273C6888A5241,24534577,202519000089.0,0 BLOCK N ITHAN ST,-75.23349767,39.96220203,39.96220203,-75.23349767
0101000020E61000004DAAAE2AD8CF52C02213B6C01AFD4340,0101000020110F0000F7787D4232F45FC1DF26DCE5AF8C5241,24534578,202519000703.0,800 BLOCK WYNNEWOOD RD,-75.24756877,39.97737894,39.97737893,-75.24756877
0101000020E6100000B1AC6ED48EC352C0C1B2A92563054440,0101000020110F000077D7A59653DF5FC16E990214DF955241,24258710,202515000939.0,7100 BLOCK E ROOSEVELT BLVD,-75.05559264,40.04208823,40.04208823,-75.05559264
0101000020E6100000BE748BA77BC452C098DE7A2490074440,0101000020110F00002A2BE6DBE5E05FC10CFD441149985241,24535758,202502000642.0,7500 BLOCK ALGON AV,-75.07004727,40.05908638,40.05908638,-75.07004727
0101000020E610000001D32F32FDC352C0DE2CB17436064440,0101000020110F000063327E0E0FE05FC1C58D1582C9965241,24535759,202502000895.0,2200 BLOCK COTTMAN AV,-75.06232886,40.04853686,40.04853686,-75.06232886
0101000020E610000030FECFC4A8C552C072F101CBDB074440,0101000020110F0000ABB9FB54E5E25FC132C493039D985241,24535761,202502002410.0,800 BLOCK COTTMAN AV,-75.08842583,40.06139505,40.06139505,-75.08842583
0101000020E6100000B323179490CA52C0026AA48464FD4340,0101000020110F0000CFC379733AEB5FC14A0890A7018D5241,24534441,202522003224.0,1700 BLOCK N GRATZ ST,-75.16507437,39.97963007,39.97963007,-75.16507437
0101000020E6100000F79C0D5C92BE52C001037B2B960D4440,0101000020110F0000A4B51560DBD65FC16CE673C2F89E5241,24534753,202508001449.0,12900 BLOCK TOWNSEND RD,-74.97768308,40.10614532,40.10614532,-74.97768308
0101000020E6100000DF03F026AAC952C0B596551A29FD4340,0101000020110F000083AC760CB3E95FC1764568CDBF8C5241,24413077,202522001234.0,1700 BLOCK N 10TH ST,-75.15101026,39.97781686,39.97781686,-75.15101026
0101000020E610000067FE669C65C752C099735BE86BFF4340,0101000020110F0000301BEDF0D8E55FC18CC24A63418F5241,24259018,202524000532.0,3100 BLOCK Kensington Ave,-75.11557684,39.99548058,39.99548058,-75.11557684
0101000020E6100000F42B636405CB52C0A896E7A0CFF94340,0101000020110F00007CEEEEDE00EC5FC127A038A009895241,24259030,202509000470.0,1900 BLOCK CHESTNUT ST,-75.17220411,39.95164882,39.95164882,-75.17220411
0101000020E610000060FD02EEB7C552C0EE256CC3D1FE4340,0101000020110F0000FD389715FFE25FC1DA8D0882968E5241,24413742,202524000797.0,2700 BLOCK CASTOR AV,-75.08935118,39.99077647,39.99077647,-75.08935118
0101000020E61000006FEDA77303CA52C095EC7D4F51004440,0101000020110F0000D2B8B1BB4AEA5FC13CF815B83F905241,24259524,202539001346.0,1600 BLOCK W ALLEGHENY AV,-75.15646068,40.0024814,40.0024814,-75.15646068
0101000020E61000001E89D9C385CE52C074BE8EEE56F64340,0101000020110F0000E3B34D73F3F15FC167742E3C31855241,24536076,202512003213.0,6200 BLOCK ELMWOOD AV,-75.22691437,39.92452795,39.92452795,-75.22691437
0101000020E6100000221EE4501AC252C0DD3E71210B054440,0101000020110F0000A1A413D6DADC5FC191A400707D955241,24257840,202515000354.0,7700 BLOCK FRANKFORD AV,-75.03285621,40.03940218,40.03940218,-75.0328562
0101000020E6100000C3A453B2B7C352C0BB61BA9463064440,0101000020110F0000F36D3A0199DF5FC1D55ADF92FB965241,24413323,202502000881.0,7400 BLOCK BUSTLETON AV,-75.05808695,40.04991397,40.04991397,-75.05808695
0101000020E6100000C2640D8B8FCF52C0EAE83C537DF04340,0101000020110F0000FA5BBCE6B6F35FC19375C63FB77E5241,24412248,202577000182.0,0 BLOCK Arrival Rd,-75.24313618,39.87882462,39.87882462,-75.24313618
0101000020E6100000A25902BED5C552C06201239A06FF4340,0101000020110F000097744EB931E35FC151580515D18E5241,24412429,202524002248.0,2500 BLOCK CASTOR AV,-75.0911708,39.99238898,39.99238898,-75.09117079
0101000020E6100000D235936FF6C952C06A79712448FE4340,0101000020110F0000C7C8D19F34EA5FC1100F87F4FD8D5241,24535691,202522003268.0,2200 BLOCK N BROAD ST,-75.15566625,39.98657661,39.98657661,-75.15566625
0101000020E610000066CB87DA95CE52C06DBAD0227CF64340,0101000020110F000006124CC70EF25FC13B2E00705A855241,24413858,202512002373.0,2400 BLOCK S 62ND ST,-75.22789634,39.92566333,39.92566333,-75.22789634
0101000020E61000001C0BC86660CA52C0339F5A1ACBFB4340,0101000020110F000096F91B9EE8EA5FC1845076EB3B8B5241,24259547,202509000876.0,700 BLOCK N 15TH ST,-75.16213388,39.96713572,39.96713571,-75.16213388
0101000020E610000077A45588A2C852C013858E0437FF4340,0101000020110F00002561AD43F3E75FC1E35D1EC1068F5241,24413772,202525002263.0,2800 BLOCK N 2ND ST,-75.1349202,39.99386651,39.99386651,-75.1349202
0101000020E6100000C5FFFC4238CB52C022C50089A6FD4340,0101000020110F00002DA2214757EC5FC1574264D34A8D5241,24259778,202522000701.0,1700 BLOCK N 25TH ST,-75.17530894,39.98164475,39.98164475,-75.17530894
0101000020E61000007CF9F8DF25C152C00A824BF09B054440,0101000020110F0000B032E2A03BDB5FC17280E4141E965241,24258395,202508000309.0,8400 BLOCK FRANKFORD AV,-75.0179367,40.04382137,40.04382137,-75.0179367
0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24258939,202519000078.0,5600 BLOCK VINE ST,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000087103E317ECA52C0194882365AF54340,0101000020110F0000E9B66B381BEB5FC1C5DEF25F19845241,24536025,202503001947.0,2600 BLOCK S HUTCHINSON ST,-75.16395217,39.91681559,39.91681558,-75.16395217
0101000020E6100000AA747F0E56CA52C076C79C46DEF94340,0101000020110F0000D0B1BB0BD7EA5FC14AFA87DA19895241,24414176,202509000217.0,1300 BLOCK MARKET ST,-75.16150248,39.95209582,39.95209582,-75.16150248
0101000020E610000028EB9A3D4ECA52C02F27F43CB0F54340,0101000020110F0000BDFA03C5C9EA5FC144CBA3A278845241,24414309,202503000151.0,800 BLOCK RITNER ST,-75.16102543,39.91944086,39.91944086,-75.16102543
0101000020E610000099EF856E5BCB52C019F518FEB6FC4340,0101000020110F0000A39B8A0493EC5FC12C96A455418C5241,24534653,202522002037.0,2500 BLOCK N COLLEGE AV,-75.17745555,39.97433449,39.97433449,-75.17745555
0101000020E610000025C918C4ECCA52C09F7422C1D4F74340,0101000020110F0000651E760AD7EB5FC18D95CA1FD8865241,24534829,202517000401.0,1200 BLOCK S 16TH ST,-75.17070105,39.93618025,39.93618025,-75.17070105
0101000020E6100000DBF897CD71C652C06A3C851A0D044440,0101000020110F000026CB17CF3AE45FC1569ECAA763945241,24412975,202502001440.0,4600 BLOCK E ROOSEVELT BLVD,-75.10069599,40.0316499,40.03164989,-75.10069599
0101000020E61000007E71462060CD52C05A1C214595FC4340,0101000020110F000099D7D1AC00F05FC1023316F61B8C5241,24413372,202516000059.0,4200 BLOCK W GIRARD AV,-75.20899207,39.97330536,39.97330536,-75.20899207
0101000020E61000002845E9DA70CA52C07E1A39030A014440,0101000020110F00002FE9D59004EB5FC16CCED0820C915241,24535488,202539000176.0,3500 BLOCK N 21ST ST,-75.16313813,40.00811806,40.00811806,-75.16313813
0101000020E6100000438854E6E0CB52C0B81A5DCE3AFF4340,0101000020110F00004AFAFFB975ED5FC100363BF40A8F5241,24536037,202522003305.0,2400 BLOCK N 33RD ST,-75.18560179,39.99398212,39.99398212,-75.18560179
0101000020E610000077363F598CCB52C069B72B2EEDF74340,0101000020110F000073D9A51BE6EC5FC13360FE2DF3865241,24414132,202517000708.0,2200 BLOCK OAKFORD ST,-75.1804412,39.93692567,39.93692567,-75.1804412
0101000020E61000006D8AAEA894C752C00C978F8316FD4340,0101000020110F0000E9CD58DB28E65FC1C7022C33AB8C5241,24412644,202526001411.0,2500 BLOCK ARAMINGO AV,-75.11844842,39.97724957,39.97724957,-75.11844842
0101000020E6100000D7789F9996CD52C005170A5CC7004440,0101000020110F00001B6C65345DF05FC11A7B309BC2905241,24259136,202519000092.0,4000 BLOCK MONUMENT RD,-75.2123169,40.00608397,40.00608397,-75.2123169
0101000020E61000008A41FDBA15CF52C01EBD4469ADFA4340,0101000020110F0000CB7977FDE7F25FC11136CB59FF895241,24414713,202518001863.0,5700 BLOCK WALNUT ST,-75.23570133,39.95841709,39.95841709,-75.23570132
0101000020E6100000971E6E03CECA52C0314B75E0A0F54340,0101000020110F000011E2F1CDA2EB5FC13DDBE59F67845241,24260045,202503000270.0,1300 BLOCK Porter St,-75.16882406,39.91897207,39.91897207,-75.16882406
0101000020E6100000E0B2D0EFB7CA52C0E182092F03044440,0101000020110F000079B21B4E7DEB5FC17C9A02A758945241,24536622,202539003579.0,5200 BLOCK GERMANTOWN AV,-75.16747661,40.03134716,40.03134716,-75.16747661
0101000020E6100000345BE464C3CF52C01DDFA48ADEFB4340,0101000020110F00000730B0F90EF45FC166CDF575518B5241,24414662,202519001821.0,300 BLOCK N 63RD ST,-75.24630091,39.96772893,39.96772893,-75.24630091
0101000020E6100000E12559036BCB52C094D1F16647F64340,0101000020110F0000BC50F67BADEC5FC17C8F5D0920855241,24414474,202501000857.0,1900 BLOCK Jackson St,-75.17840656,39.92405402,39.92405402,-75.17840656
0101000020E6100000ADDE9F5A56C852C077E6926851FD4340,0101000020110F0000DE700FDE71E75FC16C637379EC8C5241,24536432,202526001601.0,2000 BLOCK FRANKFORD AV,-75.13027063,39.97904689,39.97904689,-75.13027063
0101000020E6100000B93035B6D5C652C0E87E1496F4034440,0101000020110F0000BAB88B83E4E45FC1DC22057648945241,24414485,202502000908.0,5200 BLOCK MONTOUR ST,-75.10679393,40.03090168,40.03090168,-75.10679393
0101000020E6100000E55E605628CA52C0B0F1917B57054440,0101000020110F00007EEC1A6389EA5FC1DAA35823D2955241,24414547,202514002726.0,5300 BLOCK CHEW AV,-75.158712,40.04173226,40.04173226,-75.158712
0101000020E61000005B8882D7B6C352C034304D6C99034440,0101000020110F0000C7BA8B8D97DF5FC15D9CA258E3935241,24414829,202515002925.0,6300 BLOCK FRANKFORD AV,-75.05803478,40.0281196,40.0281196,-75.05803478
0101000020E6100000E1B4226271C952C05A89D40F45FC4340,0101000020110F00009177099F52E95FC12AD97812C38B5241,24536328,202526002575.0,600 BLOCK W GIRARD AV,-75.14754537,39.97085761,39.9708576,-75.14754537
0101000020E610000083C7544D52CA52C0E4C898F5C1F94340,0101000020110F0000B14518ABD0EA5FC1F7B95A7BFA885241,24536381,202509004387.0,0 BLOCK S 13TH ST,-75.16127332,39.95123167,39.95123167,-75.16127332
,,24039329,202422094189.0,N 29TH ST  & EDGLEY ST,,,,
0101000020E6100000107EFB9DDACE52C0149D7EB341F64340,0101000020110F0000BD1C889483F25FC14FBB18B919855241,24656517,202512004674.0,6400 BLOCK GLENMORE AV,-75.23209333,39.92388004,39.92388004,-75.23209333
0101000020E6100000CADA8DDBBBCE52C06610C41EFFF54340,0101000020110F000025DB05554FF25FC1F87434FDCF845241,24656582,202512004906.0,6500 BLOCK ELMWOOD AV,-75.23021592,39.92184815,39.92184815,-75.23021592
0101000020E610000057E883656CC952C0F6ECB94C4D084440,0101000020110F0000E4A491264AE95FC14A8B33F91A995241,24656584,202514004546.0,N 19TH ST & ELSTON ST,-75.147241,40.064859,40.064859,-75.147241
0101000020E61000001F745CCF08BF52C00F3413CA4A084440,0101000020110F000016584693A4D75FC19607073018995241,24415315,202508000246.0,9900 BLOCK FRANKFORD AV,-74.98491272,40.06478239,40.06478239,-74.98491272
0101000020E61000001811FF8F57CF52C0A84F59EA2CFD4340,0101000020110F000086BFFECF57F35FC187BE2507C48C5241,24656621,202519000675.0,1700 BLOCK N REDFIELD ST,-75.23971939,39.97793321,39.97793321,-75.23971939
0101000020E61000006A289C7AB0C352C05CAF65099D034440,0101000020110F00003107B2BE8CDF5FC1FE46B25AE7935241,24415347,202515002508.0,4000 BLOCK LEVICK ST,-75.05764642,40.02822988,40.02822988,-75.05764642
0101000020E610000030817C859CBE52C0D6E7A4D6FF0B4440,0101000020110F0000727DE1A2ECD65FC14D871C9B359D5241,24350929,202508000438.0,3500 BLOCK WOODHAVEN RD,-74.97830331,40.09374507,40.09374507,-74.97830331
0101000020E6100000BF624F338BCA52C0BB4FA79F64F44340,0101000020110F00003733E05031EB5FC1C2EAA87009835241,24536740,202503002308.0,900 BLOCK PACKER AV,-75.16474612,39.90932079,39.90932079,-75.16474612
0101000020E610000019688874C9CE52C026D1608D12FC4340,0101000020110F000093C5D06D66F25FC13C3FFA188B8B5241,24536751,202519003171.0,5500 BLOCK HARMER ST,-75.23104585,39.96931617,39.96931617,-75.23104585
0101000020E6100000876A4AB20ECA52C0C38F9C1231FA4340,0101000020110F00002C5058D55DEA5FC10871239675895241,24656311,202509006991.0,1000 BLOCK CHERRY ST,-75.157147,39.95462258,39.95462258,-75.157147
0101000020E6100000EF08C0A24FCA52C0B066114891F94340,0101000020110F0000AD88A923CCEA5FC189117A8DC4885241,24656312,202509008443.0,1200 BLOCK Sansom St,-75.16111058,39.94974614,39.94974614,-75.16111058
0101000020E6100000B600E101ADCA52C0E9C240BEA1F94340,0101000020110F0000EA2488BD6AEB5FC15C1441CAD6885241,24415246,202509004730.0,1500 BLOCK SANSOM ST,-75.16680953,39.95024851,39.95024851,-75.16680953
0101000020E610000025BF8FB425CB52C0055B1DE753F44340,0101000020110F000062B10DC237EC5FC1D1A434EDF6825241,24415268,202501000192.0,3300 BLOCK S BROAD ST,-75.17417635,39.90881051,39.90881051,-75.17417635
0101000020E61000002B43878666CB52C0FB5C2BA92C044440,0101000020110F0000497693DCA5EC5FC1BF3AABA886945241,24656383,202514000533.0,100 BLOCK W CHELTEN AV,-75.17813266,40.03261294,40.03261294,-75.17813266
0101000020E6100000941E9FF387C552C01C0A3C83C8054440,0101000020110F00004913B796ADE25FC1E27042884F965241,24415279,202502000929.0,900 BLOCK LEVICK ST,-75.08642283,40.04518166,40.04518166,-75.08642283
0101000020E6100000BC68FAB255C952C036CCAF6A39FB4340,0101000020110F00004E75C99823E95FC13413A07B9A8A5241,24536946,202509006812.0,400 BLOCK FAIRMOUNT AV,-75.14585566,39.96268972,39.96268972,-75.14585566
0101000020E6100000FEF0F3DF83CC52C03EDD690029FA4340,0101000020110F000069DB5F8E8AEE5FC1BAA7E7A46C895241,24536947,202518000346.0,3600 BLOCK CHESTNUT ST,-75.195549,39.95437627,39.95437627,-75.195549
0101000020E6100000D041FA9A63CA52C0AD621A1B74F94340,0101000020110F00000C834B0FEEEA5FC1FB7FE73AA4885241,24656436,202509008538.0,1300 BLOCK WALNUT ST,-75.16232943,39.94885577,39.94885577,-75.16232943
0101000020E61000003FE2BAD69CC052C0595A1D6B0C0D4440,0101000020110F000083EADCDB52DA5FC1F946BACD5F9E5241,24350741,202507000837.0,11000 BLOCK E ROOSEVELT BLVD,-75.00957268,40.10194148,40.10194148,-75.00957268
0101000020E6100000F5085EC29BC452C0CC33A3DD70074440,0101000020110F0000087365641CE15FC19D13975C26985241,24536831,202502002026.0,7400 BLOCK DORCAS ST,-75.07200679,40.05813189,40.05813189,-75.07200679
0101000020E6100000B1B096F1E5CA52C0E671DE20D6FB4340,0101000020110F0000816CD773CBEB5FC14A223D23488B5241,24536832,202509006679.0,2000 BLOCK Fairmount Av,-75.17028465,39.96747218,39.96747218,-75.17028465
0101000020E6100000FD7B5B7669C952C014C31F8FAAFE4340,0101000020110F000095D1A62A45E95FC1C7DA8F0C6B8E5241,24536834,202526002648.0,2400 BLOCK GERMANTOWN AV,-75.14706191,39.98958005,39.98958005,-75.14706191
0101000020E6100000AA7036E395C352C03DC19350D9034440,0101000020110F00003B62A5935FDF5FC15F134A362A945241,24414942,202515002714.0,6500 BLOCK FRANKFORD AV,-75.05602341,40.03006942,40.03006942,-75.05602341
0101000020E61000003DF15A118EC152C0D9EBBC11060A4440,0101000020110F00001BE54E9CECDB5FC1CE560B29049B5241,24260589,202508000475.0,2500 BLOCK GRANT AV,-75.02429613,40.07831022,40.07831022,-75.02429613
0101000020E610000002A21EAA42C952C07C77AF8318FC4340,0101000020110F00004216BF4303E95FC1CE1969B4918B5241,24536755,202526001447.0,1000 BLOCK N 5TH ST,-75.14469388,39.96949812,39.96949812,-75.14469388
0101000020E61000007ADB54F680C452C0FE8130BFEC054440,0101000020110F00005C61EFDFEEE05FC1095A3FBB77965241,24260447,202502000543.0,6900 BLOCK CASTOR AV,-75.07037123,40.04628744,40.04628744,-75.07037123
0101000020E6100000FA34BC93EEC952C0CAC5D63BF5014440,0101000020110F000060CC814627EA5FC110A3645711925241,24350836,202539000758.0,N 17TH ST  & W HUNTING PARK AV,-75.15518659,40.01529644,40.01529644,-75.15518659
0101000020E61000002A52C4965CCF52C0948BAD776AF64340,0101000020110F0000094FB45960F35FC15FAFBEDE46855241,24350562,202512000288.0,6700 BLOCK UPLAND ST,-75.24002619,39.92512413,39.92512413,-75.24002618
0101000020E61000003E94AAE535CA52C04D34E59698064440,0101000020110F0000F2B9706BA0EA5FC13CF4126336975241,24656418,202514003985.0,1200 BLOCK E STAFFORD ST,-75.15953962,40.05153166,40.05153166,-75.15953962
0101000020E610000031D228B0C2CA52C0B08806CE3EFA4340,0101000020110F000068E83D918FEB5FC186D30ACD84895241,24260886,202509001666.0,1700 BLOCK ARCH ST,-75.16813282,39.95504165,39.95504165,-75.16813282
0101000020E61000003AE0C2D38ECF52C05D59FD6CBFFB4340,0101000020110F0000C1BD65AFB5F35FC10CC8CEFA2E8B5241,24656349,202519003018.0,6100 BLOCK VINE ST,-75.24309248,39.96677935,39.96677935,-75.24309248
0101000020E6100000C98E8D403CC052C019B83465440D4440,0101000020110F0000818BF6CBAED95FC18DB23BF59D9E5241,24537038,202507000819.0,11500 BLOCK E ROOSEVELT BLVD,-75.0036775,40.10364976,40.10364976,-75.0036775
0101000020E61000005FF9A02557CA52C0B933341A50FC4340,0101000020110F0000F17ADDE5D8EA5FC11302B24ECF8B5241,24537045,202522001186.0,1500 BLOCK CAMBRIDGE ST,-75.16156903,39.97119453,39.97119453,-75.16156903
0101000020E6100000F661BD51EBC952C0BCD0F97CD6FF4340,0101000020110F00004EC4E1BD21EA5FC15195FF8BB78F5241,24536762,202539003556.0,1400 BLOCK W INDIANA AV,-75.15498775,39.99873316,39.99873316,-75.15498775
0101000020E61000006005B65221C952C02229B72727F64340,0101000020110F0000BDF67EA1CAE85FC1BC262953FC845241,24415162,202503000497.0,1800 BLOCK S CHRISTOPHER COLUMBUS BLVD,-75.14265888,39.92306992,39.92306992,-75.14265888
0101000020E61000009AAB8B80AFCD52C08B6090B24D004440,0101000020110F00004D03D88087F05FC1F10199B63B905241,24261426,202519001602.0,4100 BLOCK MONUMENT RD,-75.2138368,40.00237114,40.00237114,-75.2138368
0101000020E6100000180A54D661CB52C015095C0DBFFB4340,0101000020110F00007557EAE59DEC5FC149F7D5902E8B5241,24415842,202509003334.0,2400 BLOCK PENNSYLVANIA AV,-75.17784651,39.96676795,39.96676795,-75.17784651
0101000020E6100000E8D2646B62CB52C079DD2AA11E044440,0101000020110F000028461EE39EEC5FC1340C631877945241,24415609,202514000670.0,100 BLOCK W CHELTEN AV,-75.17788205,40.03218474,40.03218474,-75.17788205
0101000020E6100000EDECF16388C652C03C91D400ADFE4340,0101000020110F000068A6FF2C61E45FC1C1902AC26D8E5241,24351016,202524001671.0,3300 BLOCK ARAMINGO AV,-75.10207461,39.98965464,39.98965464,-75.10207461
0101000020E61000002EBED32A9BCA52C002B70FF592F44340,0101000020110F0000834CEF6F4CEB5FC104FEE8BD3C835241,24351057,202503001350.0,900 BLOCK PACKER AV,-75.16572066,39.91073478,39.91073478,-75.16572066
0101000020E6100000802C237997CE52C076F8CEDC81054440,0101000020110F00009F7C8C8711F25FC118072F2701965241,24415510,202505000101.0,6900 BLOCK RIDGE AV,-75.22799519,40.04302559,40.04302559,-75.22799519
0101000020E61000004FFD6AAB25CB52C08F2EDBF3A1F64340,0101000020110F00006AAE85B237EC5FC1E1B0A15184855241,24537357,202501001159.0,1900 BLOCK S 17TH ST,-75.17417417,39.9268174,39.9268174,-75.17417417
0101000020E610000069A8514832CD52C038842A357BFA4340,0101000020110F00002FFC1DCEB2EF5FC1A069B7B9C7895241,24657141,202518002977.0,4200 BLOCK LUDLOW ST 305,-75.206194,39.956885,39.956885,-75.206194
0101000020E610000065C39ACAA2CB52C044A4A65D4CF94340,0101000020110F00000C46B73A0CED5FC14E5A4F3478885241,24656973,202509007383.0,2500 BLOCK PINE ST,-75.181811,39.947643,39.947643,-75.181811
0101000020E61000008E8EEDADAFC752C052B1F7031AFF4340,0101000020110F0000C64DFCC056E65FC1CF92659AE68E5241,24351034,202524002951.0,2900 BLOCK KENSINGTON AV,-75.12009762,39.99298143,39.99298143,-75.12009762
0101000020E61000008F3C29F684CB52C0ED73296C8EF54340,0101000020110F000032C0728FD9EC5FC1D148603053845241,24415659,202501000484.0,1900 BLOCK OREGON AV,-75.17999032,39.91840889,39.91840889,-75.17999033
0101000020E6100000380D93A191C152C0E757AD2B6A0E4440,0101000020110F000060E3CDA9F2DB5FC18E69C12DE49F5241,24351277,202507000187.0,10900 BLOCK BUSTLETON AV,-75.02451362,40.11261507,40.11261507,-75.02451362
0101000020E6100000B00BD49C1BC452C00929893691024440,0101000020110F00000818E3B842E05FC170155651BE925241,24656977,202515004981.0,5800 BLOCK COTTAGE ST,-75.06418534,40.02005655,40.02005655,-75.06418534
0101000020E61000002DBFC2386ECF52C084A2F5C766F94340,0101000020110F0000F6572D4D7EF35FC13349DE7795885241,24656980,202518001588.0,5800 BLOCK MONTROSE ST,-75.2411024,39.94844913,39.94844913,-75.2411024
0101000020E6100000A4C519C39CC952C031EC3026FDFF4340,0101000020110F0000B90BF04D9CE95FC1251BC368E28F5241,24657129,202525004239.0,N 12TH ST & W SEDGLEY AV,-75.150193,39.999913,39.999913,-75.150193
0101000020E61000006CFC702D26CC52C0A3AFFFBE6FF74340,0101000020110F000063F0DE66EBED5FC1D1A7B73E68865241,24656857,202517001915.0,2700 BLOCK TASKER ST,-75.18983017,39.93309773,39.93309772,-75.18983017
0101000020E61000009FE8BAF003C952C05BD69A39E6064440,0101000020110F00005C8AA7B898E85FC12769DB868C975241,24351209,202535001589.0,6600 BLOCK N BROAD ST,-75.1408655,40.05390091,40.05390091,-75.1408655
0101000020E61000004D80E53118CB52C0DD1ABF8D20F74340,0101000020110F000060B429CF20EC5FC161247E8810865241,24351517,202517000520.0,1700 BLOCK FERNON ST,-75.17335174,39.93068096,39.93068096,-75.17335174
0101000020E61000003F9F332F28C952C0BA41BCC77CF64340,0101000020110F000028711249D6E85FC1C763A5265B855241,24261526,202503000445.0,1600 BLOCK S CHRISTOPHER COLUMBUS BLVD,-75.14307766,39.925683,39.92568299,-75.14307766
0101000020E610000098C2836697C952C042A411F94F024440,0101000020110F0000EA56763293E95FC1501489F775925241,24261686,202539001289.0,4200 BLOCK N BROAD ST,-75.14986575,40.01806558,40.01806558,-75.14986575
0101000020E6100000CDA89E7106C252C033588A47D6084440,0101000020110F0000969FD514B9DC5FC120CE5BFDB2995241,24537703,202508000523.0,2600 BLOCK WELSH RD,-75.03164331,40.06903929,40.06903929,-75.0316433
0101000020E61000005B9B84DA08C552C064B37E8EEA014440,0101000020110F000090AA2BB3D5E15FC179454F8005925241,24261627,202515000896.0,4700 BLOCK MULBERRY ST,-75.07866538,40.0149706,40.0149706,-75.07866538
0101000020E6100000608EA2F71BC952C0DD66A68BFFFF4340,0101000020110F0000BBD89588C1E85FC1349AE410E58F5241,24351655,202525000503.0,700 BLOCK W Allegheny Ave,-75.14233199,39.99998613,39.99998613,-75.14233199
0101000020E61000003A9A3CC8DFC652C0177C60E88D044440,0101000020110F0000195F969EF5E45FC1A31E5A87F2945241,24415965,202502000987.0,600 BLOCK FOULKROD ST,-75.10740858,40.03558068,40.03558068,-75.10740858
0101000020E6100000F14C05685DCA52C0EDF916AD0EFF4340,0101000020110F00005165B087E3EA5FC1CE6B5D08DA8E5241,24657217,202522003492.0,2500 BLOCK N CLEVELAND ST,-75.16195107,39.99263538,39.99263538,-75.16195107
0101000020E6100000C6C07CAAB1C952C0E516A9E6A8064440,0101000020110F00000670CECFBFE95FC1A43F307C48975241,24415939,202535002839.0,6400 BLOCK N 20TH ST,-75.15146887,40.05202945,40.05202945,-75.15146887
0101000020E6100000DD26DC2B33CA52C06C2D61A7B7F84340,0101000020110F0000AB6125CA9BEA5FC1AEA32C76D3875241,24415864,202503001296.0,1000 BLOCK SOUTH ST,-75.15937325,39.94310467,39.94310467,-75.15937325
0101000020E61000003DB4B02325CB52C0611BAF48E5F34340,0101000020110F0000789EF9CB36EC5FC1FB5BA7737C825241,24351513,202501000052.0,S BROAD ST & PATTISON AV,-75.17414181,39.90543469,39.90543469,-75.17414181
0101000020E61000008C587A23A9CD52C035323CB497F84340,0101000020110F0000695BB5B17CF05FC10D02B511B0875241,24537710,202518002338.0,4800 BLOCK GREENWAY AV,-75.2134484,39.94212964,39.94212964,-75.2134484
0101000020E6100000CAF196ED3BC752C0B1EE277C99FF4340,0101000020110F0000EA1F7A2392E55FC1D6A874EA738F5241,24657436,202524005068.0,3200 BLOCK KENSINGTON AV,-75.11303273,39.99687149,39.99687149,-75.11303272
0101000020E6100000801F1F3EFAC652C01ABE2ABCF0014440,0101000020110F0000DB62B69022E55FC1E6F0445A0C925241,24416061,202524000838.0,900 BLOCK E CAYUGA ST,-75.1090236,40.01515915,40.01515915,-75.1090236
